"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000154045.1_ASM15404v1","GCF_000182385.1_ASM18238v1"
"group_5795","","hypothetical protein","2","2","1","524","322","","","","806","806","806","GCF_000154045.1_ASM15404v1_01254","GCF_000182385.1_ASM18238v1_01123"
"mcpH_1","","Methyl-accepting chemotaxis protein McpH","2","2","1","524","978","","","","1916","1940","1928","GCF_000154045.1_ASM15404v1_01433","GCF_000182385.1_ASM18238v1_00481"
"flaD_2","","Flagellin D","2","2","1","522","279","","","","1094","1094","1094","GCF_000154045.1_ASM15404v1_05240","GCF_000182385.1_ASM18238v1_02715"
"group_5798","","hypothetical protein","2","2","1","524","388","","","","221","221","221","GCF_000154045.1_ASM15404v1_01189","GCF_000182385.1_ASM18238v1_01054"
"group_5799","","hypothetical protein","2","2","1","523","409","","","","1445","1445","1445","GCF_000154045.1_ASM15404v1_05125","GCF_000182385.1_ASM18238v1_03552"
"group_580","","hypothetical protein","2","2","1","522","593","","","","194","254","224","GCF_000154045.1_ASM15404v1_02380","GCF_000182385.1_ASM18238v1_02155"
"group_5800","","hypothetical protein","2","2","1","517","17","","","","419","419","419","GCF_000154045.1_ASM15404v1_04507","GCF_000182385.1_ASM18238v1_01512"
"group_5801","","hypothetical protein","2","2","1","517","97","","","","293","293","293","GCF_000154045.1_ASM15404v1_04098","GCF_000182385.1_ASM18238v1_02616"
"group_5802","","hypothetical protein","2","2","1","523","316","","","","2315","2315","2315","GCF_000154045.1_ASM15404v1_05217","GCF_000182385.1_ASM18238v1_03459"
"copA_2","","Copper-exporting P-type ATPase","2","2","1","522","253","","","","2735","2735","2735","GCF_000154045.1_ASM15404v1_05258","GCF_000182385.1_ASM18238v1_02743"
"group_5804","","hypothetical protein","2","2","1","524","935","","","","497","503","500","GCF_000154045.1_ASM15404v1_01391","GCF_000182385.1_ASM18238v1_00523"
"rhaS_8","","HTH-type transcriptional activator RhaS","2","2","1","523","457","","","","881","881","881","GCF_000154045.1_ASM15404v1_05077","GCF_000182385.1_ASM18238v1_03600"
"group_5806","","hypothetical protein","2","2","1","512","19","","","","812","812","812","GCF_000154045.1_ASM15404v1_02748","GCF_000182385.1_ASM18238v1_01471"
"group_5807","","hypothetical protein","2","2","1","524","667","","","","209","209","209","GCF_000154045.1_ASM15404v1_00824","GCF_000182385.1_ASM18238v1_00777"
"menH_2","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","2","2","1","517","89","","","","794","794","794","GCF_000154045.1_ASM15404v1_04106","GCF_000182385.1_ASM18238v1_02608"
"group_5809","","hypothetical protein","2","2","1","524","1103","","","","296","296","296","GCF_000154045.1_ASM15404v1_01561","GCF_000182385.1_ASM18238v1_00354"
"group_5810","","hypothetical protein","2","2","1","524","1166","","","","848","848","848","GCF_000154045.1_ASM15404v1_01620","GCF_000182385.1_ASM18238v1_00321"
"mnmC","","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC","2","2","1","522","518","","","","2114","2114","2114","GCF_000154045.1_ASM15404v1_03798","GCF_000182385.1_ASM18238v1_02106"
"group_5812","","hypothetical protein","2","2","1","524","1336","","","","1802","1802","1802","GCF_000154045.1_ASM15404v1_02554","GCF_000182385.1_ASM18238v1_01683"
"group_5813","","hypothetical protein","2","2","1","517","34","","","","515","515","515","GCF_000154045.1_ASM15404v1_04952","GCF_000182385.1_ASM18238v1_01496"
"cysK_2","","Cysteine synthase","2","2","1","519","161","","","","1094","1094","1094","GCF_000154045.1_ASM15404v1_02503","GCF_000182385.1_ASM18238v1_03815"
"group_5815","","putative oxidoreductase","2","2","1","524","1181","","","","719","719","719","GCF_000154045.1_ASM15404v1_01635","GCF_000182385.1_ASM18238v1_00307"
"mdtJ","","Spermidine export protein MdtJ","2","2","1","521","287","","","","404","404","404","GCF_000154045.1_ASM15404v1_04740","GCF_000182385.1_ASM18238v1_02891"
"glpG_2","","hypothetical protein","2","2","1","517","96","","","","551","551","551","GCF_000154045.1_ASM15404v1_04099","GCF_000182385.1_ASM18238v1_02615"
"group_5818","","hypothetical protein","2","2","1","523","877","","","","764","764","764","GCF_000154045.1_ASM15404v1_04918","GCF_000182385.1_ASM18238v1_02251"
"group_5819","","hypothetical protein","2","2","1","521","123","","","","191","191","191","GCF_000154045.1_ASM15404v1_05001","GCF_000182385.1_ASM18238v1_03167"
"group_5820","","hypothetical protein","2","2","1","524","964","","","","1442","1442","1442","GCF_000154045.1_ASM15404v1_01419","GCF_000182385.1_ASM18238v1_00495"
"ubiX_2","","Flavin prenyltransferase UbiX","2","2","1","521","133","","","","638","638","638","GCF_000154045.1_ASM15404v1_04991","GCF_000182385.1_ASM18238v1_03157"
"group_5822","","hypothetical protein","2","2","1","524","466","","","","182","182","182","GCF_000154045.1_ASM15404v1_03306","GCF_000182385.1_ASM18238v1_00977"
"group_5823","","hypothetical protein","2","2","1","524","661","","","","773","773","773","GCF_000154045.1_ASM15404v1_00818","GCF_000182385.1_ASM18238v1_00783"
"group_5824","gbpA_3","GlcNAc-binding protein A","2","2","1","524","586","","","","1178","1178","1178","GCF_000154045.1_ASM15404v1_02657","GCF_000182385.1_ASM18238v1_00852"
"yjjV","","putative metal-dependent hydrolase YjjV","2","2","1","524","203","","","","773","773","773","GCF_000154045.1_ASM15404v1_04416","GCF_000182385.1_ASM18238v1_01934"
"group_5826","","hypothetical protein","2","2","1","522","450","","","","485","485","485","GCF_000154045.1_ASM15404v1_03864","GCF_000182385.1_ASM18238v1_04272"
"group_5827","","hypothetical protein","2","2","1","523","411","","","","329","329","329","GCF_000154045.1_ASM15404v1_05123","GCF_000182385.1_ASM18238v1_03554"
"pdhA","","Pyruvate dehydrogenase E1 component subunit alpha","2","2","1","523","282","","","","1091","1094","1092","GCF_000154045.1_ASM15404v1_04554","GCF_000182385.1_ASM18238v1_03428"
"inhA","","Isonitrile hydratase","2","2","1","524","742","","","","686","686","686","GCF_000154045.1_ASM15404v1_02804","GCF_000182385.1_ASM18238v1_00706"
"nimR_1","","HTH-type transcriptional regulator NimR","2","2","1","524","733","","","","677","833","755","GCF_000154045.1_ASM15404v1_02418","GCF_000182385.1_ASM18238v1_00713"
"rhaS_1","","HTH-type transcriptional activator RhaS","2","2","1","524","716","","","","923","923","923","GCF_000154045.1_ASM15404v1_00123","GCF_000182385.1_ASM18238v1_00729"
"dinG_1","","3'-5' exonuclease DinG","2","2","1","524","611","","","","710","710","710","GCF_000154045.1_ASM15404v1_00772","GCF_000182385.1_ASM18238v1_00834"
"rhaS_7","","HTH-type transcriptional activator RhaS","2","2","1","523","297","","","","986","986","986","GCF_000154045.1_ASM15404v1_05237","GCF_000182385.1_ASM18238v1_03441"
"group_5833","","hypothetical protein","2","2","1","523","333","","","","1127","1127","1127","GCF_000154045.1_ASM15404v1_05200","GCF_000182385.1_ASM18238v1_03476"
"sigE_1","","ECF RNA polymerase sigma factor SigE","2","2","1","524","741","","","","485","485","485","GCF_000154045.1_ASM15404v1_02803","GCF_000182385.1_ASM18238v1_00707"
"etfB","","Electron transfer flavoprotein subunit beta","2","2","1","524","1496","","","","752","752","752","GCF_000154045.1_ASM15404v1_01731","GCF_000182385.1_ASM18238v1_00191"
"group_5836","","hypothetical protein","2","2","1","524","861","","","","470","470","470","GCF_000154045.1_ASM15404v1_03930","GCF_000182385.1_ASM18238v1_00597"
"group_5837","","NADH oxidase","2","2","1","523","268","","","","1103","1103","1103","GCF_000154045.1_ASM15404v1_04537","GCF_000182385.1_ASM18238v1_03416"
"glcB","","Malate synthase G","2","2","1","524","477","","","","578","578","578","GCF_000154045.1_ASM15404v1_03295","GCF_000182385.1_ASM18238v1_00966"
"group_5839","","hypothetical protein","2","2","1","524","253","","","","1739","1739","1739","GCF_000154045.1_ASM15404v1_02458","GCF_000182385.1_ASM18238v1_01885"
"yiiM","","Protein YiiM","2","2","1","524","732","","","","692","692","692","GCF_000154045.1_ASM15404v1_02419","GCF_000182385.1_ASM18238v1_00714"
"group_5840","","hypothetical protein","2","2","1","523","821","","","","752","767","759","GCF_000154045.1_ASM15404v1_04860","GCF_000182385.1_ASM18238v1_02309"
"group_5841","","IS5 family transposase ISVpa3","2","2","1","524","1108","","","","848","848","848","GCF_000154045.1_ASM15404v1_01566","GCF_000182385.1_ASM18238v1_00349"
"kdgK_1","","2-dehydro-3-deoxygluconokinase","2","2","1","524","723","","","","977","977","977","GCF_000154045.1_ASM15404v1_02428","GCF_000182385.1_ASM18238v1_00723"
"chuR_1","","Anaerobic sulfatase-maturating enzyme","2","2","1","523","235","","","","1238","1238","1238","GCF_000154045.1_ASM15404v1_02125","GCF_000182385.1_ASM18238v1_03382"
"group_5844","","hypothetical protein","2","2","1","524","584","","","","311","311","311","GCF_000154045.1_ASM15404v1_02655","GCF_000182385.1_ASM18238v1_00854"
"ubiB_1","","protein kinase UbiB","2","2","1","524","1197","","","","1322","1322","1322","GCF_000154045.1_ASM15404v1_01651","GCF_000182385.1_ASM18238v1_00273"
"lpxL_1","","Lipid A biosynthesis lauroyltransferase","2","2","1","520","196","","","","983","983","983","GCF_000154045.1_ASM15404v1_00969","GCF_000182385.1_ASM18238v1_01228"
"puuB_1","","Gamma-glutamylputrescine oxidoreductase","2","2","1","524","435","","","","1400","1400","1400","GCF_000154045.1_ASM15404v1_01143","GCF_000182385.1_ASM18238v1_01008"
"opuAA","","Glycine betaine transport ATP-binding protein OpuAA","2","2","1","524","1450","","","","1184","1184","1184","GCF_000154045.1_ASM15404v1_01775","GCF_000182385.1_ASM18238v1_00147"
"group_5849","","hypothetical protein","2","2","1","518","207","","","","332","332","332","GCF_000154045.1_ASM15404v1_02920","GCF_000182385.1_ASM18238v1_04642"
"rhlE_6","","ATP-dependent RNA helicase RhlE","2","2","1","524","731","","","","1238","1238","1238","GCF_000154045.1_ASM15404v1_02420","GCF_000182385.1_ASM18238v1_00715"
"anmK","","Anhydro-N-acetylmuramic acid kinase","2","2","1","518","209","","","","1112","1112","1112","GCF_000154045.1_ASM15404v1_02918","GCF_000182385.1_ASM18238v1_04644"
"viuB","","Vibriobactin utilization protein ViuB","2","2","1","524","589","","","","773","773","773","GCF_000154045.1_ASM15404v1_02660","GCF_000182385.1_ASM18238v1_00849"
"group_5852","","hypothetical protein","2","2","1","519","186","","","","767","767","767","GCF_000154045.1_ASM15404v1_04369","GCF_000182385.1_ASM18238v1_03839"
"group_5853","","hypothetical protein","2","2","1","524","774","","","","1832","1832","1832","GCF_000154045.1_ASM15404v1_02716","GCF_000182385.1_ASM18238v1_00678"
"group_5854","","hypothetical protein","2","2","1","523","725","","","","179","179","179","GCF_000154045.1_ASM15404v1_05325","GCF_000182385.1_ASM18238v1_02441"
"group_5855","","hypothetical protein","2","2","1","524","1020","","","","812","812","812","GCF_000154045.1_ASM15404v1_01475","GCF_000182385.1_ASM18238v1_00438"
"group_5856","","hypothetical protein","2","2","1","521","210","","","","347","347","347","GCF_000154045.1_ASM15404v1_03414","GCF_000182385.1_ASM18238v1_03079"
"mmsA_3","","Methylmalonate-semialdehyde dehydrogenase [acylating]","2","2","1","523","255","","","","1493","1493","1493","GCF_000154045.1_ASM15404v1_04523","GCF_000182385.1_ASM18238v1_03403"
"trmH","","tRNA (guanosine(18)-2'-O)-methyltransferase","2","2","1","521","384","","","","683","695","689","GCF_000154045.1_ASM15404v1_03388","GCF_000182385.1_ASM18238v1_02987"
"group_5859","","hypothetical protein","2","2","1","523","443","","","","953","953","953","GCF_000154045.1_ASM15404v1_05091","GCF_000182385.1_ASM18238v1_03586"
"group_586","","hypothetical protein","2","2","1","524","720","","","","722","722","722","GCF_000154045.1_ASM15404v1_02431","GCF_000182385.1_ASM18238v1_00726"
"group_5860","","hypothetical protein","2","2","1","524","149","","","","743","743","743","GCF_000154045.1_ASM15404v1_03896","GCF_000182385.1_ASM18238v1_00017"
"pgl_2","","6-phosphogluconolactonase","2","2","1","523","134","","","","1028","1034","1031","GCF_000154045.1_ASM15404v1_02225","GCF_000182385.1_ASM18238v1_03279"
"thiB","","Thiamine-binding periplasmic protein","2","2","1","521","132","","","","992","992","992","GCF_000154045.1_ASM15404v1_04992","GCF_000182385.1_ASM18238v1_03158"
"group_5863","dnaK_2","Chaperone protein HscA","2","2","1","523","285","","","","1352","1352","1352","GCF_000154045.1_ASM15404v1_04557","GCF_000182385.1_ASM18238v1_03431"
"group_5864","","hypothetical protein","2","2","1","524","1339","","","","2696","2696","2696","GCF_000154045.1_ASM15404v1_02549","GCF_000182385.1_ASM18238v1_01688"
"dmlR_4","","HTH-type transcriptional regulator DmlR","2","2","1","524","743","","","","956","974","965","GCF_000154045.1_ASM15404v1_02805","GCF_000182385.1_ASM18238v1_00705"
"group_5866","","hypothetical protein","2","2","1","524","204","","","","197","197","197","GCF_000154045.1_ASM15404v1_04415","GCF_000182385.1_ASM18238v1_01933"
"yfiH","","Polyphenol oxidase","2","2","1","518","229","","","","728","728","728","GCF_000154045.1_ASM15404v1_02905","GCF_000182385.1_ASM18238v1_04659"
"group_5868","","hypothetical protein","2","2","1","522","517","","","","524","524","524","GCF_000154045.1_ASM15404v1_03799","GCF_000182385.1_ASM18238v1_02105"
"thlA_2","","Acetyl-CoA acetyltransferase","2","2","1","523","254","","","","1226","1226","1226","GCF_000154045.1_ASM15404v1_04522","GCF_000182385.1_ASM18238v1_03402"
"group_587","","hypothetical protein","2","2","1","524","717","","","","449","449","449","GCF_000154045.1_ASM15404v1_02433","GCF_000182385.1_ASM18238v1_00728"
"group_5870","","hypothetical protein","2","2","1","519","188","","","","569","569","569","GCF_000154045.1_ASM15404v1_04367","GCF_000182385.1_ASM18238v1_03841"
"group_5871","","hypothetical protein","2","2","1","523","206","","","","329","329","329","GCF_000154045.1_ASM15404v1_02153","GCF_000182385.1_ASM18238v1_03353"
"group_5872","","hypothetical protein","2","2","1","524","279","","","","599","599","599","GCF_000154045.1_ASM15404v1_03480","GCF_000182385.1_ASM18238v1_00008"
"group_5873","","hypothetical protein","2","2","1","524","1225","","","","479","479","479","GCF_000154045.1_ASM15404v1_01679","GCF_000182385.1_ASM18238v1_00245"
"srmB_1","","ATP-dependent RNA helicase SrmB","2","2","1","523","8","","","","2354","2354","2354","GCF_000154045.1_ASM15404v1_01913","GCF_000182385.1_ASM18238v1_02184"
"group_5875","","hypothetical protein","2","2","1","524","336","","","","2408","2408","2408","GCF_000154045.1_ASM15404v1_01241","GCF_000182385.1_ASM18238v1_01110"
"paaF_3","","2,3-dehydroadipyl-CoA hydratase","2","2","1","523","257","","","","785","785","785","GCF_000154045.1_ASM15404v1_04525","GCF_000182385.1_ASM18238v1_03405"
"group_5877","","hypothetical protein","2","2","1","523","681","","","","716","716","716","GCF_000154045.1_ASM15404v1_04701","GCF_000182385.1_ASM18238v1_02483"
"kdpD","","Sensor protein KdpD","2","2","1","524","994","","","","1043","1043","1043","GCF_000154045.1_ASM15404v1_01449","GCF_000182385.1_ASM18238v1_00464"
"aaeA_2","","p-hydroxybenzoic acid efflux pump subunit AaeA","2","2","1","524","240","","","","1115","1115","1115","GCF_000154045.1_ASM15404v1_02445","GCF_000182385.1_ASM18238v1_01898"
"dksA","","RNA polymerase-binding transcription factor DksA","2","2","1","524","269","","","","173","446","309","GCF_000154045.1_ASM15404v1_02441","GCF_000182385.1_ASM18238v1_01869"
"yceM","","Putative oxidoreductase YceM","2","2","1","524","1175","","","","935","935","935","GCF_000154045.1_ASM15404v1_01629","GCF_000182385.1_ASM18238v1_00313"
"group_5881","","hypothetical protein","2","2","1","523","325","","","","1316","1316","1316","GCF_000154045.1_ASM15404v1_05208","GCF_000182385.1_ASM18238v1_03468"
"ssuB","","Aliphatic sulfonates import ATP-binding protein SsuB","2","2","1","524","537","","","","758","758","758","GCF_000154045.1_ASM15404v1_03042","GCF_000182385.1_ASM18238v1_00895"
"group_5885","","hypothetical protein","2","2","1","524","1364","","","","380","380","380","GCF_000154045.1_ASM15404v1_01861","GCF_000182385.1_ASM18238v1_01716"
"cusS_2","","Sensor histidine kinase CusS","2","2","1","521","77","","","","1385","1385","1385","GCF_000154045.1_ASM15404v1_05340","GCF_000182385.1_ASM18238v1_03202"
"trpI","","HTH-type transcriptional regulator TrpI","2","2","1","524","390","","","","890","890","890","GCF_000154045.1_ASM15404v1_01187","GCF_000182385.1_ASM18238v1_01052"
"group_5888","","hypothetical protein","2","2","1","523","419","","","","392","392","392","GCF_000154045.1_ASM15404v1_05115","GCF_000182385.1_ASM18238v1_03562"
"group_5889","","hypothetical protein","2","2","1","520","191","","","","158","158","158","GCF_000154045.1_ASM15404v1_00974","GCF_000182385.1_ASM18238v1_01223"
"sdaA","","L-serine dehydratase 1","2","2","1","520","299","","","","785","1361","1073","GCF_000154045.1_ASM15404v1_02442","GCF_000182385.1_ASM18238v1_01342"
"group_5892","","Electron transfer flavoprotein-ubiquinone oxidoreductase","2","2","1","524","1495","","","","1637","1658","1647","GCF_000154045.1_ASM15404v1_01732","GCF_000182385.1_ASM18238v1_00190"
"group_5893","","hypothetical protein","2","2","1","523","195","","","","1217","1217","1217","GCF_000154045.1_ASM15404v1_02164","GCF_000182385.1_ASM18238v1_03342"
"ribX","","Riboflavin transport system permease protein RibX","2","2","1","524","538","","","","800","800","800","GCF_000154045.1_ASM15404v1_03041","GCF_000182385.1_ASM18238v1_00894"
"group_5895","","hypothetical protein","2","2","1","522","449","","","","356","356","356","GCF_000154045.1_ASM15404v1_03865","GCF_000182385.1_ASM18238v1_04271"
